accession_a,accession_b,minhash_jaccard_21mer
GCF_055766035.1,GCF_055764455.1,0.057951482479784364
GCF_021459925.1,GCF_021474225.1,0.05788906838987615
GCF_011801475.1,GCF_042239055.1,0.05777537796976242
GCF_028891345.1,GCF_012974105.1,0.0577588501463934
GCF_055764455.1,GCF_003515915.2,0.05728886498117267
GCF_028227635.1,GCF_055959275.1,0.0572192513368984
GCF_004016415.2,GCF_042241145.1,0.05705866595231717
GCF_001456195.2,GCF_048564955.1,0.05696034069736492
GCF_003515915.2,GCF_042243345.1,0.05636070853462158
GCF_021459925.1,GCF_055690575.1,0.05598923283983849
GCF_028227635.1,GCF_055959555.1,0.05594218415417559
GCF_042238405.1,GCF_028640715.1,0.055765086206896554
GCF_028227635.1,GCF_004016315.2,0.05555555555555555
GCF_050157125.1,GCF_055690575.1,0.05533172172978781
GCF_028227275.1,GCF_004016415.2,0.055050774986638164
GCF_011801475.1,GCF_012974145.1,0.05496264674493063
GCF_042237065.1,GCF_028640715.1,0.05492730210016155
GCF_011801475.1,GCF_004023395.2,0.05488942179589661
GCF_028891345.1,GCF_004016415.2,0.054801808991753125
GCF_055959275.1,GCF_032594455.1,0.05466666666666667
GCF_053901235.1,GCF_042243345.1,0.05457463884430177
GCF_055764455.1,GCF_042241145.1,0.05446211916958749
GCF_011801475.1,GCF_053901235.1,0.054419962835147336
GCF_053901285.1,GCF_001469345.1,0.0543190249072602
GCF_048564955.1,GCF_053901285.1,0.05422647527910686
GCF_028227635.1,GCF_055690575.1,0.0539307754225919
GCF_011801475.1,GCF_012974125.1,0.05384409322260916
GCF_055959555.1,GCF_021474225.1,0.053829673272629885
GCF_012974125.1,GCF_021474225.1,0.05382131324004306
GCF_011801475.1,GCF_021474225.1,0.053728949478749
GCF_014249995.1,GCF_042243345.1,0.05333690699544358
GCF_055766035.1,GCF_042241145.1,0.053109153989858555
GCF_021474225.1,GCF_042237735.1,0.052931596091205214
GCF_021459925.1,GCF_004016315.2,0.05281408375566818
GCF_028227635.1,GCF_021474225.1,0.052716082419052714
GCF_055959565.1,GCF_003515915.2,0.0525756771109931
GCF_011801475.1,GCF_015475955.1,0.052365762892078685
GCF_053901445.1,GCF_055959555.1,0.05232247730912974
GCF_021474225.1,GCF_028226975.1,0.052222817354043924
GCF_029962045.1,GCF_002117875.1,0.0520750726936294
GCF_012974125.1,GCF_028640715.1,0.05201387036543078
GCF_042237735.1,GCF_004016415.2,0.051821862348178135
GCF_004016315.2,GCF_055959565.1,0.051820356098857295
GCF_028227275.1,GCF_004023395.2,0.051131824234354195
GCF_011801475.1,GCF_012974105.1,0.05111228813559322
GCF_002954205.1,GCF_001469345.1,0.05081621906266456
GCF_021474225.1,GCF_032594455.1,0.050734312416555405
GCF_012974145.1,GCF_021474225.1,0.050720768820074744
GCF_032594475.1,GCF_042241145.1,0.050666666666666665
GCF_055959275.1,GCF_032594475.1,0.05045140732873075
GCF_004023395.2,GCF_021474225.1,0.05037313432835821
GCF_055959275.1,GCF_028226975.1,0.050265957446808514
GCF_011801475.1,GCF_042237735.1,0.050121261115602264
GCF_055766035.1,GCF_021474225.1,0.0500799147575919
GCF_028227275.1,GCF_021474225.1,0.049959925193694896
GCF_050157125.1,GCF_004016415.2,0.049933598937583
GCF_042239545.1,GCF_021474225.1,0.04986595174262735
GCF_021474225.1,GCF_042237065.1,0.0496492174851592
GCF_021474225.1,GCF_003515915.2,0.049441786283891544
GCF_055959565.1,GCF_032594455.1,0.048845234934961505
GCF_028227635.1,GCF_004016415.2,0.04883227176220807
GCF_014249995.1,GCF_021474225.1,0.04868316041500399
GCF_004016315.2,GCF_048564955.1,0.04867724867724868
GCF_004016415.2,GCF_053901235.1,0.048574445617740235
GCF_011801475.1,GCF_042243345.1,0.04855923159018143
GCF_001469345.1,GCF_001456295.2,0.04806934594168637
GCF_012974125.1,GCF_004016415.2,0.04739084132055378
GCF_042243345.1,GCF_028640715.1,0.04731525784157363
GCF_055959275.1,GCF_021474225.1,0.046986992301566236
GCF_004016315.2,GCF_042237735.1,0.046736502820306204
GCF_004016315.2,GCF_053901285.1,0.04648705758055996
GCF_004016315.2,GCF_032594455.1,0.0463208046585495
GCF_011801475.1,GCF_055959565.1,0.04625958234205657
GCF_042238405.1,GCF_021474225.1,0.04624899166442592
GCF_011801475.1,GCF_055959275.1,0.04593453009503696
GCF_042239055.1,GCF_021474225.1,0.04585679806918745
GCF_021474225.1,GCF_055690575.1,0.045636509207365894
GCF_004016415.2,GCF_003515915.2,0.04561033482731347
GCF_042241145.1,GCF_015475955.1,0.04558706599522926
GCF_004016315.2,GCF_053901235.1,0.04553829955251382
GCF_055959555.1,GCF_053901285.1,0.045466560930478454
GCF_029962045.1,GCF_004016415.2,0.045310853530031614
GCF_021474225.1,GCF_053901235.1,0.04520222045995242
GCF_004016315.2,GCF_042238405.1,0.04518716577540107
GCF_004016315.2,GCF_042239545.1,0.04516471838469713
GCF_042239545.1,GCF_004016415.2,0.04516471838469713
GCF_004016315.2,GCF_055959275.1,0.04510683197045635
GCF_053901445.1,GCF_004016415.2,0.0449854458851548
GCF_004016315.2,GCF_032594475.1,0.04492600422832981
GCF_053901285.1,GCF_055690575.1,0.04483947996816132
GCF_021474225.1,GCF_015475955.1,0.04480381760339343
GCF_021474225.1,GCF_042243345.1,0.04459279038718291
GCF_055766035.1,GCF_004016415.2,0.04430379746835443
GCF_042239055.1,GCF_028640715.1,0.044125465178096755
GCF_011801475.1,GCF_042239545.1,0.0440552016985138
GCF_004016315.2,GCF_042239055.1,0.04396482813749001
GCF_004016315.2,GCF_012974125.1,0.04377819050145927
GCF_055959565.1,GCF_053901285.1,0.043753294675803904
GCF_004016315.2,GCF_029962065.1,0.0436612309310889
GCF_055959565.1,GCF_021474225.1,0.04343220338983051
GCF_011801475.1,GCF_055690575.1,0.04320169626292075
GCF_055959565.1,GCF_001456195.2,0.04314654038410944
GCF_011801475.1,GCF_055959555.1,0.042457805907173
GCF_004016315.2,GCF_012974145.1,0.04244661218033219
GCF_053901285.1,GCF_042243345.1,0.042417815482502653
GCF_004016415.2,GCF_055690575.1,0.0423728813559322
GCF_011801475.1,GCF_042237065.1,0.042133333333333335
GCF_042238405.1,GCF_004016415.2,0.04212210077312717
GCF_004016415.2,GCF_015475955.1,0.042116346406949196
GCF_055959555.1,GCF_001456295.2,0.04203888596952181
GCF_055766035.1,GCF_004016315.2,0.041831097079715863
GCF_001456195.2,GCF_042243345.1,0.0418100026462027
GCF_011801475.1,GCF_002954205.1,0.04167758846657929
GCF_029962065.1,GCF_021474225.1,0.041666666666666664
GCF_012974105.1,GCF_021474225.1,0.04165568151858687
GCF_028891345.1,GCF_002117875.1,0.04137208693375229
GCF_004016415.2,GCF_042243345.1,0.04133545310015898
GCF_053901445.1,GCF_021474225.1,0.04132450331125828
GCF_004016315.2,GCF_042237065.1,0.04130029309885425
GCF_029962065.1,GCF_001469345.1,0.04128560229945127
GCF_021474225.1,GCF_032594475.1,0.04126984126984127
GCF_004016315.2,GCF_042243345.1,0.04105960264900662
GCF_004016315.2,GCF_055959555.1,0.040810953133228016
GCF_042241145.1,GCF_028640715.1,0.040778742436201
GCF_004016315.2,GCF_055764455.1,0.04001059883412825
GCF_002954205.1,GCF_042243345.1,0.039810176641181125
GCF_004016315.2,GCF_002117875.1,0.039790575916230364
GCF_012974145.1,GCF_028640715.1,0.03960136375557304
GCF_021474225.1,GCF_048564955.1,0.03951527924130664
GCF_029962045.1,GCF_021474225.1,0.039473684210526314
GCF_055959275.1,GCF_029962025.1,0.03942181340341656
GCF_029962045.1,GCF_001469345.1,0.03938445487741262
GCF_004023395.2,GCF_001456295.2,0.03924646781789639
GCF_001456295.2,GCF_055690575.1,0.03921052631578947
GCF_011801475.1,GCF_053901285.1,0.03907684238132704
GCF_004016315.2,GCF_028640715.1,0.03899502747971735
GCF_002954205.1,GCF_028640715.1,0.03885267275097783
GCF_011801475.1,GCF_042238405.1,0.038798830720170076
GCF_055959275.1,GCF_053901285.1,0.03878406708595388
GCF_055959555.1,GCF_002954205.1,0.03875360041895784
GCF_055959275.1,GCF_001456195.2,0.038733315885893745
GCF_011801475.1,GCF_002117875.1,0.038702928870292884
GCF_004016415.2,GCF_028640715.1,0.038451477896939576
GCF_055959275.1,GCF_001456295.2,0.0384012539184953
GCF_004016415.2,GCF_048564955.1,0.03823991618648507
GCF_002117875.1,GCF_028640715.1,0.038060479666319084
GCF_002117875.1,GCF_053901235.1,0.03804064616988015
GCF_004023395.2,GCF_001456195.2,0.037948181104422926
GCF_011801475.1,GCF_029962025.1,0.03780519821475453
GCF_028891345.1,GCF_053901285.1,0.03766675385822652
GCF_053901445.1,GCF_001469345.1,0.037405179178655504
GCF_004016315.2,GCF_029962045.1,0.03738562091503268
GCF_029962025.1,GCF_042237735.1,0.037333333333333336
GCF_004016315.2,GCF_004023395.2,0.037201991092481006
GCF_002117875.1,GCF_001469345.1,0.03718148725949038
GCF_055766035.1,GCF_001456295.2,0.037066040198381625
GCF_004016315.2,GCF_029962025.1,0.03698845750262329
GCF_029962045.1,GCF_042241145.1,0.03697875688434304
GCF_012974125.1,GCF_053901285.1,0.0368809272918862
GCF_002954205.1,GCF_055690575.1,0.03674540682414698
GCF_029962025.1,GCF_004023395.2,0.03672612801678909
GCF_055959555.1,GCF_001456195.2,0.03664921465968586
GCF_029962065.1,GCF_004016415.2,0.03657262277951933
GCF_004023395.2,GCF_002117875.1,0.036543983294179065
GCF_001456295.2,GCF_042243345.1,0.036540483701366984
GCF_042238405.1,GCF_001456195.2,0.036527263102170464
GCF_004016315.2,GCF_001456295.2,0.036524915210018265
GCF_055959275.1,GCF_002117875.1,0.036515388628064686
GCF_002117875.1,GCF_003515915.2,0.03647733194372069
GCF_055959565.1,GCF_029962025.1,0.036463798530954876
GCF_001469345.1,GCF_003515915.2,0.03642987249544627
GCF_021474225.1,GCF_001456295.2,0.03642557651991614
GCF_053901235.1,GCF_001456295.2,0.036410923276983094
GCF_004023395.2,GCF_004016415.2,0.03638743455497382
GCF_021459925.1,GCF_002954205.1,0.03636839351125065
GCF_029962045.1,GCF_055959555.1,0.03636839351125065
GCF_055959565.1,GCF_001456295.2,0.03627348643006263
GCF_001456195.2,GCF_055690575.1,0.03626806833114323
GCF_048564955.1,GCF_042241145.1,0.03620146904512067
GCF_042237735.1,GCF_053901285.1,0.03614137656125432
GCF_029962025.1,GCF_021474225.1,0.03607161664033702
GCF_055959555.1,GCF_029962025.1,0.035967445523759516
GCF_004016315.2,GCF_015475955.1,0.0358451072736787
GCF_014249995.1,GCF_004016315.2,0.0358357311012294
GCF_002954205.1,GCF_042241145.1,0.0358357311012294
GCF_014249995.1,GCF_028640715.1,0.03574223845551787
GCF_011801475.1,GCF_001456295.2,0.03571428571428571
GCF_042239545.1,GCF_028640715.1,0.03571428571428571
GCF_012974125.1,GCF_002117875.1,0.03569553805774278
GCF_041053125.1,GCF_001469345.1,0.035686376660588694
GCF_053901235.1,GCF_028640715.1,0.03563068920676203
GCF_055959555.1,GCF_028640715.1,0.035536974131173245
GCF_004016315.2,GCF_002954205.1,0.03543512245961438
GCF_055959275.1,GCF_002954205.1,0.035416666666666666
GCF_021459925.1,GCF_004016415.2,0.03541448058761805
GCF_012974105.1,GCF_004016415.2,0.035211267605633804
GCF_055764455.1,GCF_001469345.1,0.0351890756302521
GCF_055959565.1,GCF_002954205.1,0.035183737294761534
GCF_042237735.1,GCF_001469345.1,0.035175879396984924
GCF_011801475.1,GCF_042241145.1,0.03515215110178384
GCF_055690575.1,GCF_028640715.1,0.03515215110178384
GCF_042239545.1,GCF_002954205.1,0.03513371788148925
GCF_001469345.1,GCF_053901235.1,0.03502854177477945
GCF_028226975.1,GCF_001456295.2,0.035023523261892314
GCF_042239545.1,GCF_053901285.1,0.03497239021824875
GCF_004023395.2,GCF_002954205.1,0.03490492315707215
GCF_042239545.1,GCF_001469345.1,0.03483499214248297
GCF_042237065.1,GCF_001469345.1,0.03480094911679409
GCF_004023395.2,GCF_053901285.1,0.03474399164054336
GCF_055959275.1,GCF_004016415.2,0.03473491773308958
GCF_021459925.1,GCF_001469345.1,0.03471678412947011
GCF_029962045.1,GCF_055959565.1,0.03469866944951735
GCF_053901285.1,GCF_028640715.1,0.03464443865589997
GCF_012974125.1,GCF_001469345.1,0.03456402199528672
GCF_029962065.1,GCF_042241145.1,0.03453689167974882
GCF_011801475.1,GCF_028640715.1,0.034392912975508075
GCF_014249995.1,GCF_001469345.1,0.034330299089726915
GCF_001456295.2,GCF_003515915.2,0.03431245126072264
GCF_011801475.1,GCF_028891345.1,0.0341679707876891
GCF_055959555.1,GCF_002117875.1,0.0341679707876891
GCF_001456195.2,GCF_028640715.1,0.03406136245449818
GCF_028891345.1,GCF_001469345.1,0.03401713840560893
GCF_012974145.1,GCF_004016415.2,0.03399581589958159
GCF_011801475.1,GCF_048564955.1,0.03390714658320292
GCF_021474225.1,GCF_041053125.1,0.0338405036726128
GCF_014249995.1,GCF_002117875.1,0.0338365434669443
GCF_055764455.1,GCF_053901285.1,0.033693077125559356
GCF_055959565.1,GCF_048564955.1,0.03365510044351683
GCF_002954205.1,GCF_032594455.1,0.03361125586242835
GCF_042238405.1,GCF_053901285.1,0.033562367864693445
GCF_042239055.1,GCF_004016415.2,0.03350039567396465
GCF_011801475.1,GCF_001469345.1,0.03325539101065212
GCF_002954205.1,GCF_003515915.2,0.033229491173416406
GCF_021474225.1,GCF_028640715.1,0.03320261437908497
GCF_012974145.1,GCF_001456195.2,0.03312467396974439
GCF_029962045.1,GCF_042243345.1,0.03305351521511018
GCF_055959565.1,GCF_002117875.1,0.03304709862086911
GCF_014249995.1,GCF_001456295.2,0.033021320852834116
GCF_053901285.1,GCF_042241145.1,0.03296703296703297
GCF_021474225.1,GCF_001456195.2,0.03295840962594821
GCF_001469345.1,GCF_028640715.1,0.03290155440414508
GCF_042239545.1,GCF_001456195.2,0.03275681341719078
GCF_001469345.1,GCF_015475955.1,0.03272727272727273
GCF_029962025.1,GCF_012974105.1,0.032577534532186606
GCF_029962065.1,GCF_028640715.1,0.03244225279003374
GCF_032594475.1,GCF_041053125.1,0.03238443457821886
GCF_012974105.1,GCF_001469345.1,0.03237503237503238
GCF_032594455.1,GCF_001456295.2,0.032274856845393024
GCF_012974145.1,GCF_002954205.1,0.03225806451612903
GCF_055959275.1,GCF_029962065.1,0.03224128965158606
GCF_029962025.1,GCF_001469345.1,0.03224128965158606
GCF_032594475.1,GCF_001469345.1,0.03223290876007279
GCF_042237735.1,GCF_001456295.2,0.032206969376979935
GCF_028891345.1,GCF_002954205.1,0.032166018158236054
GCF_001456195.2,GCF_053901235.1,0.032166018158236054
GCF_028227275.1,GCF_053901285.1,0.03214005748628168
GCF_042241145.1,GCF_001456295.2,0.032064650677789366
GCF_021459925.1,GCF_001456295.2,0.03205629397967162
GCF_028227275.1,GCF_002117875.1,0.03205629397967162
GCF_032594475.1,GCF_001456295.2,0.03199791883454735
GCF_004016315.2,GCF_055690575.1,0.03198741478762454
GCF_048564955.1,GCF_028640715.1,0.03193975590755648
GCF_004016415.2,GCF_001469345.1,0.031914893617021274
GCF_029962025.1,GCF_015475955.1,0.03185378590078329
GCF_014249995.1,GCF_029962025.1,0.03184547115635604
GCF_042238405.1,GCF_002954205.1,0.031825355076275645
GCF_050157125.1,GCF_048564955.1,0.031812255541069104
GCF_029962025.1,GCF_055690575.1,0.03177521008403361
GCF_042239055.1,GCF_002954205.1,0.031750196798740485
GCF_012974145.1,GCF_002117875.1,0.03173777315296566
GCF_028891345.1,GCF_001456295.2,0.03163900414937759
GCF_042239545.1,GCF_002117875.1,0.031633986928104575
GCF_012974125.1,GCF_002954205.1,0.031617454925529136
GCF_055959565.1,GCF_004016415.2,0.03153505342715663
GCF_053901445.1,GCF_028640715.1,0.03152683689421574
GCF_004023395.2,GCF_048564955.1,0.031494013534617386
GCF_011801475.1,GCF_001456195.2,0.031461258450338016
GCF_032594455.1,GCF_053901285.1,0.03129074315514994
GCF_055959555.1,GCF_048564955.1,0.03127443315089914
GCF_055959555.1,GCF_029962065.1,0.031241864097891175
GCF_050157125.1,GCF_002954205.1,0.031193137509747854
GCF_002954205.1,GCF_032594475.1,0.031185031185031187
GCF_004016415.2,GCF_001456295.2,0.03114456267843239
GCF_053901445.1,GCF_048564955.1,0.03103808033385498
GCF_021474225.1,GCF_001469345.1,0.030989583333333334
GCF_012974105.1,GCF_001456295.2,0.030805073776857365
GCF_042239055.1,GCF_041053125.1,0.030789473684210526
GCF_042239055.1,GCF_053901285.1,0.030765185379963186
GCF_050157125.1,GCF_001456195.2,0.03071317022384175
GCF_004016415.2,GCF_001456195.2,0.03065731358794492
GCF_004016315.2,GCF_012974105.1,0.030641391846273694
GCF_029962045.1,GCF_055959275.1,0.03063343717549325
GCF_029962065.1,GCF_042243345.1,0.030620256477361947
GCF_002954205.1,GCF_015475955.1,0.03060959792477302
GCF_014249995.1,GCF_002954205.1,0.030601659751037343
GCF_001456195.2,GCF_001469345.1,0.030522503879979308
GCF_002954205.1,GCF_042237065.1,0.03047819232790331
GCF_029962025.1,GCF_042243345.1,0.030470186498555294
GCF_029962025.1,GCF_028640715.1,0.030421216848673948
GCF_011801475.1,GCF_029962045.1,0.030381719034017138
GCF_004016315.2,GCF_001469345.1,0.030310880829015546
GCF_053901445.1,GCF_041053125.1,0.030271398747390398
GCF_012974105.1,GCF_002954205.1,0.030263838592860838
GCF_055959555.1,GCF_004016415.2,0.03023195204586917
GCF_028227635.1,GCF_001456195.2,0.030184751496226906
GCF_042239545.1,GCF_029962025.1,0.030167890870933894
GCF_042239055.1,GCF_002117875.1,0.03014416775884666
GCF_041053125.1,GCF_003515915.2,0.03013769810340348
GCF_055766035.1,GCF_001456195.2,0.03012204622176058
GCF_055959565.1,GCF_028640715.1,0.030114226375908618
GCF_015475955.1,GCF_028640715.1,0.03010641058915131
GCF_029962025.1,GCF_012974145.1,0.03001043841336117
GCF_002117875.1,GCF_055690575.1,0.030002608922515002
GCF_001456295.2,GCF_028640715.1,0.029997414016033102
GCF_028227635.1,GCF_001456295.2,0.02987012987012987
GCF_050157125.1,GCF_001456295.2,0.029862373409504026
GCF_014249995.1,GCF_001456195.2,0.029854620976116304
GCF_001456295.2,GCF_015475955.1,0.029815919108115114
GCF_042239055.1,GCF_029962025.1,0.02975250131648236
GCF_002954205.1,GCF_053901235.1,0.02970808576595195
GCF_028227275.1,GCF_001456295.2,0.029633480634260464
GCF_014249995.1,GCF_053901285.1,0.029625779625779627
GCF_042239055.1,GCF_001456295.2,0.02959664745940283
GCF_002117875.1,GCF_004016415.2,0.029548989113530325
GCF_012974125.1,GCF_048564955.1,0.02954248366013072
GCF_002954205.1,GCF_004016415.2,0.029533678756476684
GCF_028227275.1,GCF_029962025.1,0.029519331243469175
GCF_042238405.1,GCF_041053125.1,0.029504741833508957
GCF_001456195.2,GCF_032594455.1,0.02937353782167923
GCF_053901445.1,GCF_001456295.2,0.029358274876591324
GCF_050157125.1,GCF_028640715.1,0.02935064935064935
GCF_050157125.1,GCF_002117875.1,0.02933541017653167
GCF_012974105.1,GCF_001456195.2,0.029251876779704894
GCF_053901445.1,GCF_053901285.1,0.02917426413128419
GCF_028227275.1,GCF_001456195.2,0.029143897996357013
GCF_004016415.2,GCF_053901285.1,0.02909090909090909
GCF_028891345.1,GCF_041053125.1,0.029075804776739357
GCF_002117875.1,GCF_032594455.1,0.02906825849987023
GCF_028227635.1,GCF_002954205.1,0.029060716139076286
GCF_050157125.1,GCF_001469345.1,0.029030585795749093
GCF_055959275.1,GCF_028640715.1,0.029015544041450778
GCF_002117875.1,GCF_042243345.1,0.028974158183241974
GCF_055959275.1,GCF_001469345.1,0.028963020429273338
GCF_042238405.1,GCF_001456295.2,0.028856243441762856
GCF_012974145.1,GCF_048564955.1,0.028853652196516765
GCF_002117875.1,GCF_028226975.1,0.028846153846153848
GCF_053901445.1,GCF_002117875.1,0.028831168831168832
GCF_029962025.1,GCF_012974125.1,0.02881844380403458
GCF_028227635.1,GCF_002117875.1,0.02880872047754996
GCF_029962025.1,GCF_053901235.1,0.028801245459263103
GCF_004016315.2,GCF_001456195.2,0.028786307053941907
GCF_032594455.1,GCF_001469345.1,0.02876392847888054
GCF_012974105.1,GCF_053901285.1,0.028756476683937823
GCF_042237065.1,GCF_001456195.2,0.02863899106673673
GCF_029962065.1,GCF_032594455.1,0.02856400934822124
GCF_028226975.1,GCF_001469345.1,0.028541774779449924
GCF_055959565.1,GCF_029962065.1,0.028526970954356846
GCF_011801475.1,GCF_029962065.1,0.02851218247796786
GCF_042237735.1,GCF_041053125.1,0.028511087645195353
GCF_041053125.1,GCF_053901235.1,0.02849002849002849
GCF_053901285.1,GCF_053901235.1,0.028467908902691512
GCF_029962045.1,GCF_028640715.1,0.02843846949327818
GCF_042238405.1,GCF_002117875.1,0.02832415420928403
GCF_028891345.1,GCF_029962025.1,0.028319043907508445
GCF_055959275.1,GCF_048564955.1,0.028260305937256935
GCF_028227635.1,GCF_001469345.1,0.028238341968911916
GCF_042237065.1,GCF_041053125.1,0.028157894736842104
GCF_032594455.1,GCF_041053125.1,0.02809573361082206
GCF_042239055.1,GCF_001456195.2,0.028025144054478784
GCF_048564955.1,GCF_055690575.1,0.027915470910513957
GCF_021474225.1,GCF_053901285.1,0.027886369559551732
GCF_021459925.1,GCF_053901285.1,0.027850078084331077
GCF_001456195.2,GCF_042241145.1,0.02782111284451378
GCF_042239055.1,GCF_048564955.1,0.027777777777777776
GCF_042239055.1,GCF_001469345.1,0.02768346826847741
GCF_029962025.1,GCF_042237065.1,0.027660695468914646
GCF_055766035.1,GCF_001469345.1,0.02764857881136951
GCF_042237735.1,GCF_001456195.2,0.027638852329560412
GCF_002117875.1,GCF_042237735.1,0.027602523659305992
GCF_029962025.1,GCF_032594475.1,0.027596979953137205
GCF_004016315.2,GCF_050157125.1,0.027553938133610605
GCF_029962025.1,GCF_055764455.1,0.02753737214791503
GCF_028227275.1,GCF_002954205.1,0.027489626556016597
GCF_048564955.1,GCF_003515915.2,0.027432712215320912
GCF_048564955.1,GCF_042243345.1,0.027422303473491772
GCF_029962025.1,GCF_028226975.1,0.027379400260756193
GCF_012974125.1,GCF_001456195.2,0.02737226277372263
GCF_042238405.1,GCF_001469345.1,0.027210884353741496
GCF_012974145.1,GCF_001469345.1,0.027159855147439214
GCF_002117875.1,GCF_015475955.1,0.027159855147439214
GCF_029962025.1,GCF_042241145.1,0.02711864406779661
GCF_002954205.1,GCF_042237735.1,0.027048319327731093
GCF_042237065.1,GCF_048564955.1,0.02704121816749803
GCF_032594475.1,GCF_053901285.1,0.02699896157840083
GCF_028227275.1,GCF_001469345.1,0.026936026936026935
GCF_029962045.1,GCF_004023395.2,0.026922081283976183
GCF_001456195.2,GCF_003515915.2,0.026880330834841044
GCF_042239545.1,GCF_029962045.1,0.026829903620734567
GCF_029962025.1,GCF_050157125.1,0.026801977621649754
GCF_029962025.1,GCF_004016415.2,0.026753246753246755
GCF_021459925.1,GCF_002117875.1,0.02671161825726141
GCF_004023395.2,GCF_029962065.1,0.02665631469979296
GCF_028226975.1,GCF_053901285.1,0.026514166883285676
GCF_053901285.1,GCF_015475955.1,0.02643171806167401
GCF_042239545.1,GCF_041053125.1,0.026356993736951984
GCF_029962045.1,GCF_012974105.1,0.02632258064516129
GCF_042237065.1,GCF_053901285.1,0.026246719160104987
GCF_004016415.2,GCF_041053125.1,0.026179367547952307
GCF_055764455.1,GCF_002117875.1,0.026062027625749284
GCF_055764455.1,GCF_002954205.1,0.026048450117218024
GCF_041053125.1,GCF_042241145.1,0.02600780234070221
GCF_028227275.1,GCF_048564955.1,0.02596053997923157
GCF_041053125.1,GCF_028640715.1,0.025846471956577927
GCF_048564955.1,GCF_053901235.1,0.025799793601651185
GCF_012974105.1,GCF_002117875.1,0.02576655501159495
GCF_029962025.1,GCF_042238405.1,0.02576235541535226
GCF_012974145.1,GCF_041053125.1,0.02568759730150493
GCF_002117875.1,GCF_042241145.1,0.025654314589271834
GCF_012974145.1,GCF_001456295.2,0.02559462254395036
GCF_053901285.1,GCF_003515915.2,0.02558800723701215
GCF_029962045.1,GCF_055764455.1,0.025554106910039114
GCF_055766035.1,GCF_002954205.1,0.025548387096774195
GCF_029962025.1,GCF_032594455.1,0.02546777546777547
GCF_021459925.1,GCF_001456195.2,0.0254149377593361
GCF_028891345.1,GCF_028640715.1,0.02527727624451896
GCF_029962045.1,GCF_012974125.1,0.025227568270481143
GCF_029962065.1,GCF_055690575.1,0.025214452820379516
GCF_012974125.1,GCF_001456295.2,0.025194805194805193
GCF_050157125.1,GCF_041053125.1,0.0251621271076524
GCF_048564955.1,GCF_032594455.1,0.025129533678756477
GCF_029962045.1,GCF_032594455.1,0.02510351966873706
GCF_055766035.1,GCF_029962065.1,0.025058124515629037
GCF_028891345.1,GCF_048564955.1,0.025051652892561983
GCF_055959565.1,GCF_001469345.1,0.025012893243940175
GCF_042239545.1,GCF_001456295.2,0.02492858997662945
GCF_021474225.1,GCF_002954205.1,0.024870466321243522
GCF_014249995.1,GCF_041053125.1,0.024851151954439554
GCF_029962025.1,GCF_003515915.2,0.024851151954439554
GCF_042237735.1,GCF_028640715.1,0.024652504589562026
GCF_055959555.1,GCF_041053125.1,0.024630541871921183
GCF_042238405.1,GCF_048564955.1,0.02461377323906782
GCF_055766035.1,GCF_041053125.1,0.02458592132505176
GCF_055766035.1,GCF_002117875.1,0.024503482073768377
GCF_028891345.1,GCF_001456195.2,0.024503482073768377
GCF_021459925.1,GCF_041053125.1,0.024402907580477674
GCF_055766035.1,GCF_029962025.1,0.024358642135268203
GCF_028227275.1,GCF_029962045.1,0.024339720352149145
GCF_055766035.1,GCF_053901285.1,0.024301964839710446
GCF_053901445.1,GCF_002954205.1,0.02429568363918325
GCF_032594475.1,GCF_028640715.1,0.02428940568475452
GCF_002117875.1,GCF_032594475.1,0.02427685950413223
GCF_004023395.2,GCF_001469345.1,0.024214322514167955
GCF_021459925.1,GCF_029962025.1,0.024174681570054587
GCF_041053125.1,GCF_028226975.1,0.0241370360757851
GCF_055959275.1,GCF_041053125.1,0.024043433298862462
GCF_002954205.1,GCF_028226975.1,0.024043433298862462
GCF_042237065.1,GCF_001456295.2,0.024027161138678504
GCF_012974105.1,GCF_041053125.1,0.024
GCF_012974125.1,GCF_041053125.1,0.023952095808383235
GCF_055959555.1,GCF_001469345.1,0.02372356884992264
GCF_028227275.1,GCF_041053125.1,0.023599585062240663
GCF_021459925.1,GCF_028640715.1,0.02353854112778065
GCF_055959565.1,GCF_041053125.1,0.02353854112778065
GCF_055764455.1,GCF_028640715.1,0.02340702210663199
GCF_042239545.1,GCF_048564955.1,0.02338877338877339
GCF_001456195.2,GCF_032594475.1,0.02324980625161457
GCF_028227635.1,GCF_028640715.1,0.02324380165289256
GCF_029962045.1,GCF_032594475.1,0.02324380165289256
GCF_012974105.1,GCF_048564955.1,0.023177955189286635
GCF_028227635.1,GCF_053901285.1,0.023027166882276844
GCF_021474225.1,GCF_002117875.1,0.023027166882276844
GCF_012974145.1,GCF_053901285.1,0.023015257305404706
GCF_041053125.1,GCF_015475955.1,0.023003360041354354
GCF_048564955.1,GCF_015475955.1,0.022973670624677336
GCF_001456195.2,GCF_015475955.1,0.022955893732267217
GCF_029962065.1,GCF_042237065.1,0.022721337163750327
GCF_029962045.1,GCF_012974145.1,0.022715539494062985
GCF_001469345.1,GCF_042241145.1,0.02270967741935484
GCF_042239545.1,GCF_029962065.1,0.022568093385214007
GCF_050157125.1,GCF_053901285.1,0.02249224405377456
GCF_014249995.1,GCF_048564955.1,0.02244003095176683
GCF_055766035.1,GCF_028640715.1,0.02240535668297708
