accession,host_group,anomaly_type,method,auc,precision_at_4,anomaly_indices,donor_group,donor_accession,donor_window_indices
GCF_055959275.1,almond,triplet_order_shuffle,compression,1.0,1.0,6;28;37;40,,,
GCF_055959275.1,almond,foreign_segment,composition,1.0,1.0,6;28;37;40,grapevine,GCF_055766035.1,6:44;28:26;37:43;40:18
GCF_055959275.1,almond,foreign_segment,triplet_distribution,1.0,1.0,6;28;37;40,grapevine,GCF_055766035.1,6:44;28:26;37:43;40:18
GCF_055959275.1,almond,foreign_segment,pitch_order,1.0,1.0,6;28;37;40,grapevine,GCF_055766035.1,6:44;28:26;37:43;40:18
GCF_055959275.1,almond,foreign_segment,triplet_transition,1.0,1.0,6;28;37;40,grapevine,GCF_055766035.1,6:44;28:26;37:43;40:18
GCF_055959275.1,almond,foreign_segment,sixmer,1.0,1.0,6;28;37;40,grapevine,GCF_055766035.1,6:44;28:26;37:43;40:18
GCF_055959275.1,almond,foreign_segment,compression,1.0,1.0,6;28;37;40,grapevine,GCF_055766035.1,6:44;28:26;37:43;40:18
GCF_055959555.1,almond,clustered_substitution,composition,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,clustered_substitution,triplet_distribution,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,clustered_substitution,pitch_order,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,clustered_substitution,triplet_transition,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,clustered_substitution,sixmer,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,clustered_substitution,compression,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,triplet_order_shuffle,composition,0.7723214285714286,0.25,15;46;48;49,,,
GCF_055959555.1,almond,triplet_order_shuffle,triplet_distribution,0.7723214285714286,0.25,15;46;48;49,,,
GCF_055959555.1,almond,triplet_order_shuffle,pitch_order,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,triplet_order_shuffle,triplet_transition,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,triplet_order_shuffle,sixmer,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,triplet_order_shuffle,compression,1.0,1.0,15;46;48;49,,,
GCF_055959555.1,almond,foreign_segment,composition,1.0,1.0,15;46;48;49,grapevine,GCF_021459925.1,15:31;46:7;48:56;49:24
GCF_055959555.1,almond,foreign_segment,triplet_distribution,1.0,1.0,15;46;48;49,grapevine,GCF_021459925.1,15:31;46:7;48:56;49:24
GCF_055959555.1,almond,foreign_segment,pitch_order,1.0,1.0,15;46;48;49,grapevine,GCF_021459925.1,15:31;46:7;48:56;49:24
GCF_055959555.1,almond,foreign_segment,triplet_transition,1.0,1.0,15;46;48;49,grapevine,GCF_021459925.1,15:31;46:7;48:56;49:24
GCF_055959555.1,almond,foreign_segment,sixmer,1.0,1.0,15;46;48;49,grapevine,GCF_021459925.1,15:31;46:7;48:56;49:24
GCF_055959555.1,almond,foreign_segment,compression,1.0,1.0,15;46;48;49,grapevine,GCF_021459925.1,15:31;46:7;48:56;49:24
GCF_029962025.1,almond,clustered_substitution,composition,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,clustered_substitution,triplet_distribution,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,clustered_substitution,pitch_order,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,clustered_substitution,triplet_transition,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,clustered_substitution,sixmer,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,clustered_substitution,compression,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,triplet_order_shuffle,composition,0.48214285714285715,0.25,7;23;41;53,,,
GCF_029962025.1,almond,triplet_order_shuffle,triplet_distribution,0.48214285714285715,0.25,7;23;41;53,,,
GCF_029962025.1,almond,triplet_order_shuffle,pitch_order,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,triplet_order_shuffle,triplet_transition,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,triplet_order_shuffle,sixmer,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,triplet_order_shuffle,compression,1.0,1.0,7;23;41;53,,,
GCF_029962025.1,almond,foreign_segment,composition,1.0,1.0,7;23;41;53,olive,GCF_029962065.1,7:3;23:7;41:27;53:9
GCF_029962025.1,almond,foreign_segment,triplet_distribution,1.0,1.0,7;23;41;53,olive,GCF_029962065.1,7:3;23:7;41:27;53:9
GCF_029962025.1,almond,foreign_segment,pitch_order,1.0,1.0,7;23;41;53,olive,GCF_029962065.1,7:3;23:7;41:27;53:9
GCF_029962025.1,almond,foreign_segment,triplet_transition,1.0,1.0,7;23;41;53,olive,GCF_029962065.1,7:3;23:7;41:27;53:9
GCF_029962025.1,almond,foreign_segment,sixmer,1.0,1.0,7;23;41;53,olive,GCF_029962065.1,7:3;23:7;41:27;53:9
GCF_029962025.1,almond,foreign_segment,compression,1.0,1.0,7;23;41;53,olive,GCF_029962065.1,7:3;23:7;41:27;53:9
GCF_004023395.2,almond,clustered_substitution,composition,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,clustered_substitution,triplet_distribution,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,clustered_substitution,pitch_order,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,clustered_substitution,triplet_transition,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,clustered_substitution,sixmer,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,clustered_substitution,compression,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,triplet_order_shuffle,composition,0.5714285714285714,0.0,23;32;40;42,,,
GCF_004023395.2,almond,triplet_order_shuffle,triplet_distribution,0.5714285714285714,0.0,23;32;40;42,,,
GCF_004023395.2,almond,triplet_order_shuffle,pitch_order,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,triplet_order_shuffle,triplet_transition,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,triplet_order_shuffle,sixmer,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,triplet_order_shuffle,compression,1.0,1.0,23;32;40;42,,,
GCF_004023395.2,almond,foreign_segment,composition,1.0,1.0,23;32;40;42,olive,GCF_012974105.1,23:10;32:42;40:57;42:42
GCF_004023395.2,almond,foreign_segment,triplet_distribution,1.0,1.0,23;32;40;42,olive,GCF_012974105.1,23:10;32:42;40:57;42:42
GCF_004023395.2,almond,foreign_segment,pitch_order,1.0,1.0,23;32;40;42,olive,GCF_012974105.1,23:10;32:42;40:57;42:42
GCF_004023395.2,almond,foreign_segment,triplet_transition,1.0,1.0,23;32;40;42,olive,GCF_012974105.1,23:10;32:42;40:57;42:42
GCF_004023395.2,almond,foreign_segment,sixmer,1.0,1.0,23;32;40;42,olive,GCF_012974105.1,23:10;32:42;40:57;42:42
GCF_004023395.2,almond,foreign_segment,compression,1.0,1.0,23;32;40;42,olive,GCF_012974105.1,23:10;32:42;40:57;42:42
GCF_055764455.1,almond,clustered_substitution,composition,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,clustered_substitution,triplet_distribution,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,clustered_substitution,pitch_order,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,clustered_substitution,triplet_transition,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,clustered_substitution,sixmer,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,clustered_substitution,compression,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,triplet_order_shuffle,composition,0.5892857142857143,0.0,7;46;50;51,,,
GCF_055764455.1,almond,triplet_order_shuffle,triplet_distribution,0.5848214285714286,0.0,7;46;50;51,,,
GCF_055764455.1,almond,triplet_order_shuffle,pitch_order,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,triplet_order_shuffle,triplet_transition,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,triplet_order_shuffle,sixmer,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,triplet_order_shuffle,compression,1.0,1.0,7;46;50;51,,,
GCF_055764455.1,almond,foreign_segment,composition,1.0,1.0,7;46;50;51,olive,GCF_021474225.1,7:35;46:14;50:30;51:11
GCF_055764455.1,almond,foreign_segment,triplet_distribution,1.0,1.0,7;46;50;51,olive,GCF_021474225.1,7:35;46:14;50:30;51:11
GCF_055764455.1,almond,foreign_segment,pitch_order,1.0,1.0,7;46;50;51,olive,GCF_021474225.1,7:35;46:14;50:30;51:11
GCF_055764455.1,almond,foreign_segment,triplet_transition,1.0,1.0,7;46;50;51,olive,GCF_021474225.1,7:35;46:14;50:30;51:11
GCF_055764455.1,almond,foreign_segment,sixmer,1.0,1.0,7;46;50;51,olive,GCF_021474225.1,7:35;46:14;50:30;51:11
GCF_055764455.1,almond,foreign_segment,compression,1.0,1.0,7;46;50;51,olive,GCF_021474225.1,7:35;46:14;50:30;51:11
GCF_050157125.1,almond,clustered_substitution,composition,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,clustered_substitution,triplet_distribution,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,clustered_substitution,pitch_order,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,clustered_substitution,triplet_transition,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,clustered_substitution,sixmer,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,clustered_substitution,compression,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,triplet_order_shuffle,composition,0.59375,0.0,16;23;33;42,,,
GCF_050157125.1,almond,triplet_order_shuffle,triplet_distribution,0.5982142857142857,0.0,16;23;33;42,,,
GCF_050157125.1,almond,triplet_order_shuffle,pitch_order,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,triplet_order_shuffle,triplet_transition,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,triplet_order_shuffle,sixmer,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,triplet_order_shuffle,compression,1.0,1.0,16;23;33;42,,,
GCF_050157125.1,almond,foreign_segment,composition,1.0,1.0,16;23;33;42,coffee,GCF_041053125.1,16:52;23:18;33:8;42:51
GCF_050157125.1,almond,foreign_segment,triplet_distribution,1.0,1.0,16;23;33;42,coffee,GCF_041053125.1,16:52;23:18;33:8;42:51
GCF_050157125.1,almond,foreign_segment,pitch_order,1.0,1.0,16;23;33;42,coffee,GCF_041053125.1,16:52;23:18;33:8;42:51
GCF_050157125.1,almond,foreign_segment,triplet_transition,1.0,1.0,16;23;33;42,coffee,GCF_041053125.1,16:52;23:18;33:8;42:51
GCF_050157125.1,almond,foreign_segment,sixmer,1.0,1.0,16;23;33;42,coffee,GCF_041053125.1,16:52;23:18;33:8;42:51
GCF_050157125.1,almond,foreign_segment,compression,1.0,1.0,16;23;33;42,coffee,GCF_041053125.1,16:52;23:18;33:8;42:51
GCF_042238405.1,olive,clustered_substitution,composition,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,clustered_substitution,pitch_order,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,clustered_substitution,triplet_transition,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,clustered_substitution,sixmer,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,clustered_substitution,compression,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,triplet_order_shuffle,composition,0.3794642857142857,0.0,14;16;20;52,,,
GCF_042238405.1,olive,triplet_order_shuffle,triplet_distribution,0.375,0.0,14;16;20;52,,,
GCF_042238405.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,triplet_order_shuffle,compression,1.0,1.0,14;16;20;52,,,
GCF_042238405.1,olive,foreign_segment,composition,1.0,1.0,14;16;20;52,coffee,GCF_032594455.1,14:3;16:17;20:33;52:8
GCF_042238405.1,olive,foreign_segment,triplet_distribution,1.0,1.0,14;16;20;52,coffee,GCF_032594455.1,14:3;16:17;20:33;52:8
GCF_042238405.1,olive,foreign_segment,pitch_order,1.0,1.0,14;16;20;52,coffee,GCF_032594455.1,14:3;16:17;20:33;52:8
GCF_042238405.1,olive,foreign_segment,triplet_transition,1.0,1.0,14;16;20;52,coffee,GCF_032594455.1,14:3;16:17;20:33;52:8
GCF_042238405.1,olive,foreign_segment,sixmer,1.0,1.0,14;16;20;52,coffee,GCF_032594455.1,14:3;16:17;20:33;52:8
GCF_042238405.1,olive,foreign_segment,compression,1.0,1.0,14;16;20;52,coffee,GCF_032594455.1,14:3;16:17;20:33;52:8
GCF_012974125.1,olive,clustered_substitution,composition,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,clustered_substitution,pitch_order,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,clustered_substitution,triplet_transition,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,clustered_substitution,sixmer,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,clustered_substitution,compression,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,triplet_order_shuffle,composition,0.3705357142857143,0.0,6;8;17;50,,,
GCF_012974125.1,olive,triplet_order_shuffle,triplet_distribution,0.3705357142857143,0.0,6;8;17;50,,,
GCF_012974125.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,triplet_order_shuffle,compression,1.0,1.0,6;8;17;50,,,
GCF_012974125.1,olive,foreign_segment,composition,1.0,1.0,6;8;17;50,grapevine,GCF_028891345.1,6:50;8:25;17:47;50:28
GCF_012974125.1,olive,foreign_segment,triplet_distribution,1.0,1.0,6;8;17;50,grapevine,GCF_028891345.1,6:50;8:25;17:47;50:28
GCF_012974125.1,olive,foreign_segment,pitch_order,1.0,1.0,6;8;17;50,grapevine,GCF_028891345.1,6:50;8:25;17:47;50:28
GCF_012974125.1,olive,foreign_segment,triplet_transition,1.0,1.0,6;8;17;50,grapevine,GCF_028891345.1,6:50;8:25;17:47;50:28
GCF_012974125.1,olive,foreign_segment,sixmer,1.0,1.0,6;8;17;50,grapevine,GCF_028891345.1,6:50;8:25;17:47;50:28
GCF_012974125.1,olive,foreign_segment,compression,1.0,1.0,6;8;17;50,grapevine,GCF_028891345.1,6:50;8:25;17:47;50:28
GCF_012974145.1,olive,clustered_substitution,composition,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,clustered_substitution,pitch_order,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,clustered_substitution,triplet_transition,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,clustered_substitution,sixmer,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,clustered_substitution,compression,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,triplet_order_shuffle,composition,0.5803571428571429,0.0,8;17;19;37,,,
GCF_012974145.1,olive,triplet_order_shuffle,triplet_distribution,0.5892857142857143,0.0,8;17;19;37,,,
GCF_012974145.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,triplet_order_shuffle,compression,1.0,1.0,8;17;19;37,,,
GCF_012974145.1,olive,foreign_segment,composition,1.0,1.0,8;17;19;37,other_prunus,GCF_001456295.2,8:55;17:31;19:48;37:50
GCF_012974145.1,olive,foreign_segment,triplet_distribution,1.0,1.0,8;17;19;37,other_prunus,GCF_001456295.2,8:55;17:31;19:48;37:50
GCF_012974145.1,olive,foreign_segment,pitch_order,1.0,1.0,8;17;19;37,other_prunus,GCF_001456295.2,8:55;17:31;19:48;37:50
GCF_012974145.1,olive,foreign_segment,triplet_transition,1.0,1.0,8;17;19;37,other_prunus,GCF_001456295.2,8:55;17:31;19:48;37:50
GCF_012974145.1,olive,foreign_segment,sixmer,1.0,1.0,8;17;19;37,other_prunus,GCF_001456295.2,8:55;17:31;19:48;37:50
GCF_012974145.1,olive,foreign_segment,compression,1.0,1.0,8;17;19;37,other_prunus,GCF_001456295.2,8:55;17:31;19:48;37:50
GCF_029962065.1,olive,clustered_substitution,composition,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,clustered_substitution,pitch_order,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,clustered_substitution,triplet_transition,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,clustered_substitution,sixmer,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,clustered_substitution,compression,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,triplet_order_shuffle,composition,0.6517857142857143,0.25,16;17;41;42,,,
GCF_029962065.1,olive,triplet_order_shuffle,triplet_distribution,0.6473214285714286,0.25,16;17;41;42,,,
GCF_029962065.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,triplet_order_shuffle,compression,1.0,1.0,16;17;41;42,,,
GCF_029962065.1,olive,foreign_segment,composition,1.0,1.0,16;17;41;42,other_prunus,GCF_042243345.1,16:30;17:12;41:20;42:26
GCF_029962065.1,olive,foreign_segment,triplet_distribution,1.0,1.0,16;17;41;42,other_prunus,GCF_042243345.1,16:30;17:12;41:20;42:26
GCF_029962065.1,olive,foreign_segment,pitch_order,1.0,1.0,16;17;41;42,other_prunus,GCF_042243345.1,16:30;17:12;41:20;42:26
GCF_029962065.1,olive,foreign_segment,triplet_transition,1.0,1.0,16;17;41;42,other_prunus,GCF_042243345.1,16:30;17:12;41:20;42:26
GCF_029962065.1,olive,foreign_segment,sixmer,1.0,1.0,16;17;41;42,other_prunus,GCF_042243345.1,16:30;17:12;41:20;42:26
GCF_029962065.1,olive,foreign_segment,compression,1.0,1.0,16;17;41;42,other_prunus,GCF_042243345.1,16:30;17:12;41:20;42:26
GCF_012974105.1,olive,clustered_substitution,composition,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,clustered_substitution,pitch_order,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,clustered_substitution,triplet_transition,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,clustered_substitution,sixmer,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,clustered_substitution,compression,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,triplet_order_shuffle,composition,0.6473214285714286,0.0,23;45;48;54,,,
GCF_012974105.1,olive,triplet_order_shuffle,triplet_distribution,0.6473214285714286,0.0,23;45;48;54,,,
GCF_012974105.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,triplet_order_shuffle,compression,1.0,1.0,23;45;48;54,,,
GCF_012974105.1,olive,foreign_segment,composition,1.0,1.0,23;45;48;54,other_prunus,GCF_042241145.1,23:25;45:57;48:0;54:14
GCF_012974105.1,olive,foreign_segment,triplet_distribution,1.0,1.0,23;45;48;54,other_prunus,GCF_042241145.1,23:25;45:57;48:0;54:14
GCF_012974105.1,olive,foreign_segment,pitch_order,1.0,1.0,23;45;48;54,other_prunus,GCF_042241145.1,23:25;45:57;48:0;54:14
GCF_012974105.1,olive,foreign_segment,triplet_transition,1.0,1.0,23;45;48;54,other_prunus,GCF_042241145.1,23:25;45:57;48:0;54:14
GCF_012974105.1,olive,foreign_segment,sixmer,1.0,1.0,23;45;48;54,other_prunus,GCF_042241145.1,23:25;45:57;48:0;54:14
GCF_012974105.1,olive,foreign_segment,compression,1.0,1.0,23;45;48;54,other_prunus,GCF_042241145.1,23:25;45:57;48:0;54:14
GCF_021474225.1,olive,clustered_substitution,composition,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,clustered_substitution,pitch_order,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,clustered_substitution,triplet_transition,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,clustered_substitution,sixmer,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,clustered_substitution,compression,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,triplet_order_shuffle,composition,0.44642857142857145,0.0,19;25;50;53,,,
GCF_021474225.1,olive,triplet_order_shuffle,triplet_distribution,0.44642857142857145,0.0,19;25;50;53,,,
GCF_021474225.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,triplet_order_shuffle,compression,1.0,1.0,19;25;50;53,,,
GCF_021474225.1,olive,foreign_segment,composition,1.0,1.0,19;25;50;53,coffee,GCF_028226975.1,19:1;25:59;50:12;53:48
GCF_021474225.1,olive,foreign_segment,triplet_distribution,1.0,1.0,19;25;50;53,coffee,GCF_028226975.1,19:1;25:59;50:12;53:48
GCF_021474225.1,olive,foreign_segment,pitch_order,1.0,1.0,19;25;50;53,coffee,GCF_028226975.1,19:1;25:59;50:12;53:48
GCF_021474225.1,olive,foreign_segment,triplet_transition,1.0,1.0,19;25;50;53,coffee,GCF_028226975.1,19:1;25:59;50:12;53:48
GCF_021474225.1,olive,foreign_segment,sixmer,1.0,1.0,19;25;50;53,coffee,GCF_028226975.1,19:1;25:59;50:12;53:48
GCF_021474225.1,olive,foreign_segment,compression,1.0,1.0,19;25;50;53,coffee,GCF_028226975.1,19:1;25:59;50:12;53:48
GCF_002117875.1,olive,clustered_substitution,composition,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,clustered_substitution,pitch_order,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,clustered_substitution,triplet_transition,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,clustered_substitution,sixmer,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,clustered_substitution,compression,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,triplet_order_shuffle,composition,0.35267857142857145,0.0,14;17;46;48,,,
GCF_002117875.1,olive,triplet_order_shuffle,triplet_distribution,0.35267857142857145,0.0,14;17;46;48,,,
GCF_002117875.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,triplet_order_shuffle,compression,1.0,1.0,14;17;46;48,,,
GCF_002117875.1,olive,foreign_segment,composition,1.0,1.0,14;17;46;48,almond,GCF_029962025.1,14:21;17:45;46:1;48:31
GCF_002117875.1,olive,foreign_segment,triplet_distribution,1.0,1.0,14;17;46;48,almond,GCF_029962025.1,14:21;17:45;46:1;48:31
GCF_002117875.1,olive,foreign_segment,pitch_order,1.0,1.0,14;17;46;48,almond,GCF_029962025.1,14:21;17:45;46:1;48:31
GCF_002117875.1,olive,foreign_segment,triplet_transition,1.0,1.0,14;17;46;48,almond,GCF_029962025.1,14:21;17:45;46:1;48:31
GCF_002117875.1,olive,foreign_segment,sixmer,1.0,1.0,14;17;46;48,almond,GCF_029962025.1,14:21;17:45;46:1;48:31
GCF_002117875.1,olive,foreign_segment,compression,1.0,1.0,14;17;46;48,almond,GCF_029962025.1,14:21;17:45;46:1;48:31
GCF_002954205.1,olive,clustered_substitution,composition,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,clustered_substitution,pitch_order,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,clustered_substitution,triplet_transition,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,clustered_substitution,sixmer,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,clustered_substitution,compression,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,triplet_order_shuffle,composition,0.48660714285714285,0.0,11;29;39;44,,,
GCF_002954205.1,olive,triplet_order_shuffle,triplet_distribution,0.49107142857142855,0.0,11;29;39;44,,,
GCF_002954205.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,triplet_order_shuffle,compression,1.0,1.0,11;29;39;44,,,
GCF_002954205.1,olive,foreign_segment,composition,1.0,1.0,11;29;39;44,grapevine,GCF_055766035.1,11:46;29:10;39:21;44:56
GCF_002954205.1,olive,foreign_segment,triplet_distribution,1.0,1.0,11;29;39;44,grapevine,GCF_055766035.1,11:46;29:10;39:21;44:56
GCF_002954205.1,olive,foreign_segment,pitch_order,1.0,1.0,11;29;39;44,grapevine,GCF_055766035.1,11:46;29:10;39:21;44:56
GCF_002954205.1,olive,foreign_segment,triplet_transition,1.0,1.0,11;29;39;44,grapevine,GCF_055766035.1,11:46;29:10;39:21;44:56
GCF_002954205.1,olive,foreign_segment,sixmer,1.0,1.0,11;29;39;44,grapevine,GCF_055766035.1,11:46;29:10;39:21;44:56
GCF_002954205.1,olive,foreign_segment,compression,1.0,1.0,11;29;39;44,grapevine,GCF_055766035.1,11:46;29:10;39:21;44:56
GCF_042237735.1,olive,clustered_substitution,composition,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,clustered_substitution,pitch_order,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,clustered_substitution,triplet_transition,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,clustered_substitution,sixmer,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,clustered_substitution,compression,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,triplet_order_shuffle,composition,0.45535714285714285,0.0,14;15;27;54,,,
GCF_042237735.1,olive,triplet_order_shuffle,triplet_distribution,0.45535714285714285,0.0,14;15;27;54,,,
GCF_042237735.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,14;15;27;54,,,
